Customer_Index,tenure,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,InternetService_Fiber optic,Churn_Probability,Risk_Tier,Churn_Actual,Churn_Predicted,Top_3_Drivers,Recommended_Action
886,2,67.75,116.65,0,0,1,0.78908503,High Risk,1,1,charges_per_tenure (+0.709) | Contract_Two year (+0.204) | InternetService_Fiber optic (+0.189),Priority call — offer annual plan + early loyalty reward
76,10,98.9,1064.95,1,0,1,0.78887457,High Risk,0,1,charges_per_tenure (+0.820) | MonthlyCharges (+0.454) | TotalCharges (+0.407),Priority call — service quality review + plan optimisation
726,7,94.05,633.45,1,0,1,0.78722423,High Risk,0,1,charges_per_tenure (+1.145) | MonthlyCharges (+0.266) | InternetService_Fiber optic (+0.183),Priority call — service quality review + plan optimisation
648,37,95.25,3314.15,0,0,1,0.7867402,High Risk,0,1,PaymentMethod_Electronic check (+0.299) | InternetService_Fiber optic (+0.294) | Contract_Two year (+0.178),Priority call — service quality review + plan optimisation
271,25,105.5,2686.05,0,0,1,0.7857092,High Risk,0,1,charges_per_tenure (+0.405) | MonthlyCharges (+0.386) | InternetService_Fiber optic (+0.242),Priority call — service quality review + plan optimisation
736,16,38.9,664.4,0,0,0,0.78550935,High Risk,0,1,PaymentMethod_Electronic check (+0.351) | PhoneService (+0.349) | TotalCharges (+0.257),Priority call — personalised retention offer
1350,66,105.2,6936.85,0,0,1,0.7852145,High Risk,0,1,InternetService_Fiber optic (+0.332) | MonthlyCharges (+0.314) | Contract_Two year (+0.312),Priority call — service quality review + plan optimisation
1212,4,90.65,367.95,0,0,1,0.78498596,High Risk,0,1,charges_per_tenure (+0.880) | InternetService_Fiber optic (+0.220) | Contract_Two year (+0.203),Priority call — offer annual plan + early loyalty reward
119,32,74.4,2276.95,0,0,1,0.7843484,High Risk,1,1,Contract_Two year (+0.268) | PaymentMethod_Electronic check (+0.267) | InternetService_Fiber optic (+0.256),Priority call — personalised retention offer
1337,3,43.3,123.65,0,0,0,0.78382546,High Risk,1,1,charges_per_tenure (+0.846) | Contract_Two year (+0.192) | PaymentMethod_Electronic check (+0.183),Priority call — offer annual plan + early loyalty reward
597,16,74.75,1129.35,0,0,1,0.78378487,High Risk,0,1,TotalCharges (+0.421) | InternetService_Fiber optic (+0.249) | Contract_Two year (+0.202),Priority call — personalised retention offer
710,3,70.4,204.7,0,0,1,0.7836858,High Risk,1,1,charges_per_tenure (+0.788) | Contract_Two year (+0.206) | Contract_One year (+0.183),Priority call — offer annual plan + early loyalty reward
916,1,50.45,50.45,0,0,0,0.78281367,High Risk,1,1,charges_per_tenure (+1.066) | Contract_Two year (+0.197) | Contract_One year (+0.175),Priority call — offer annual plan + early loyalty reward
932,25,95.9,2448.75,0,0,1,0.78241426,High Risk,1,1,InternetService_Fiber optic (+0.293) | TotalCharges (+0.250) | PaymentMethod_Electronic check (+0.244),Priority call — service quality review + plan optimisation
1019,1,24.6,24.6,0,0,0,0.78159636,High Risk,1,1,charges_per_tenure (+0.848) | PhoneService (+0.323) | PaymentMethod_Electronic check (+0.220),Priority call — offer annual plan + early loyalty reward
1082,3,73.6,232.5,0,0,1,0.77845716,High Risk,0,1,charges_per_tenure (+0.886) | InternetService_Fiber optic (+0.218) | Contract_Two year (+0.209),Priority call — offer annual plan + early loyalty reward
587,5,68.95,351.5,0,0,1,0.777624,High Risk,0,1,charges_per_tenure (+0.720) | InternetService_Fiber optic (+0.213) | Contract_Two year (+0.202),Priority call — offer annual plan + early loyalty reward
531,1,20.1,20.1,0,0,0,0.77607507,High Risk,1,1,charges_per_tenure (+1.106) | TotalCharges (+0.216) | Contract_Two year (+0.198),Priority call — offer annual plan + early loyalty reward
987,1,25.35,25.35,0,0,0,0.77509445,High Risk,0,1,charges_per_tenure (+1.011) | PhoneService (+0.341) | Contract_Two year (+0.208),Priority call — offer annual plan + early loyalty reward
853,11,78.5,874.2,0,0,1,0.7750413,High Risk,0,1,InternetService_Fiber optic (+0.263) | PaymentMethod_Electronic check (+0.207) | Contract_Two year (+0.205),Priority call — offer annual plan + early loyalty reward
594,1,45.35,45.35,0,0,0,0.77501285,High Risk,0,1,charges_per_tenure (+1.239) | Contract_Two year (+0.198) | Contract_One year (+0.180),Priority call — offer annual plan + early loyalty reward
1117,27,95.55,2510.2,0,0,1,0.7747072,High Risk,1,1,InternetService_Fiber optic (+0.276) | PaymentMethod_Electronic check (+0.261) | Contract_Two year (+0.175),Priority call — service quality review + plan optimisation
32,1,19.75,19.75,0,0,0,0.7746828,High Risk,0,1,charges_per_tenure (+0.928) | MonthlyCharges (+0.271) | Contract_Two year (+0.204),Priority call — offer annual plan + early loyalty reward
923,34,106.35,3549.25,0,0,1,0.7725078,High Risk,1,1,InternetService_Fiber optic (+0.295) | MonthlyCharges (+0.282) | PaymentMethod_Electronic check (+0.242),Priority call — service quality review + plan optimisation
980,23,74.95,1710.45,0,0,1,0.7724677,High Risk,1,1,PaymentMethod_Electronic check (+0.341) | InternetService_Fiber optic (+0.255) | Contract_Two year (+0.223),Priority call — personalised retention offer
212,17,45.05,770.6,0,0,0,0.76802707,High Risk,1,1,PaymentMethod_Electronic check (+0.330) | Contract_Two year (+0.250) | SeniorCitizen (+0.208),Priority call — personalised retention offer
1159,5,69.95,320.4,0,0,1,0.7679744,High Risk,0,1,charges_per_tenure (+0.883) | Contract_Two year (+0.205) | InternetService_Fiber optic (+0.194),Priority call — offer annual plan + early loyalty reward
1322,31,80.45,2429.1,0,0,1,0.7671534,High Risk,0,1,PaymentMethod_Electronic check (+0.292) | InternetService_Fiber optic (+0.283) | Contract_Two year (+0.260),Priority call — service quality review + plan optimisation
869,4,69.35,261.65,0,0,1,0.7668764,High Risk,0,1,charges_per_tenure (+0.771) | Contract_Two year (+0.202) | InternetService_Fiber optic (+0.177),Priority call — offer annual plan + early loyalty reward
998,2,70.75,154.85,0,0,1,0.7659359,High Risk,1,1,charges_per_tenure (+0.693) | Contract_Two year (+0.207) | Contract_One year (+0.188),Priority call — offer annual plan + early loyalty reward
160,15,49.0,749.25,0,0,0,0.7638474,High Risk,0,1,PaymentMethod_Electronic check (+0.347) | Contract_Two year (+0.218) | Contract_One year (+0.156),Priority call — personalised retention offer
174,14,70.2,1046.5,0,0,1,0.7631999,High Risk,0,1,charges_per_tenure (+0.309) | TotalCharges (+0.302) | PaymentMethod_Electronic check (+0.290),Priority call — personalised retention offer
1196,35,95.45,3474.05,0,0,1,0.7626304,High Risk,1,1,PaymentMethod_Electronic check (+0.273) | InternetService_Fiber optic (+0.251) | Contract_Two year (+0.198),Priority call — service quality review + plan optimisation
1072,36,85.25,3132.75,0,0,1,0.76173514,High Risk,1,1,Contract_Two year (+0.269) | InternetService_Fiber optic (+0.261) | SeniorCitizen (+0.217),Priority call — service quality review + plan optimisation
175,5,69.7,316.9,0,0,1,0.7612417,High Risk,1,1,charges_per_tenure (+0.713) | Contract_Two year (+0.200) | InternetService_Fiber optic (+0.186),Priority call — offer annual plan + early loyalty reward
255,15,84.3,1308.4,0,0,1,0.7595377,High Risk,1,1,charges_per_tenure (+0.426) | InternetService_Fiber optic (+0.282) | PaymentMethod_Electronic check (+0.252),Priority call — service quality review + plan optimisation
1289,2,74.7,165.4,0,0,1,0.75800425,High Risk,1,1,charges_per_tenure (+0.600) | Contract_Two year (+0.207) | InternetService_Fiber optic (+0.173),Priority call — offer annual plan + early loyalty reward
465,42,104.75,4323.45,0,0,1,0.7568949,High Risk,1,1,InternetService_Fiber optic (+0.278) | MonthlyCharges (+0.272) | Contract_Two year (+0.227),Priority call — service quality review + plan optimisation
1356,17,100.45,1622.45,0,0,1,0.756702,High Risk,1,1,InternetService_Fiber optic (+0.288) | charges_per_tenure (+0.230) | MultipleLines (+0.198),Priority call — service quality review + plan optimisation
574,1,45.1,45.1,0,0,0,0.7559563,High Risk,1,1,charges_per_tenure (+1.032) | Contract_Two year (+0.200) | Contract_One year (+0.160),Priority call — offer annual plan + early loyalty reward
857,18,84.95,1443.65,0,0,1,0.75571287,High Risk,0,1,InternetService_Fiber optic (+0.257) | Contract_Two year (+0.206) | PaymentMethod_Electronic check (+0.191),Priority call — service quality review + plan optimisation
956,15,83.2,1130.0,0,0,1,0.7551335,High Risk,0,1,TotalCharges (+0.359) | InternetService_Fiber optic (+0.339) | Contract_Two year (+0.210),Priority call — service quality review + plan optimisation
1300,24,76.1,1712.7,0,0,1,0.75506186,High Risk,1,1,PaymentMethod_Electronic check (+0.315) | InternetService_Fiber optic (+0.246) | Contract_Two year (+0.234),Priority call — service quality review + plan optimisation
1054,68,117.2,8035.95,1,0,1,0.753808,High Risk,0,1,tenure (+0.320) | MonthlyCharges (+0.317) | Contract_Two year (+0.227),Priority call — service quality review + plan optimisation
1310,2,44.9,111.05,0,0,0,0.75271654,High Risk,0,1,charges_per_tenure (+1.129) | Contract_Two year (+0.202) | Contract_One year (+0.168),Priority call — offer annual plan + early loyalty reward
1101,33,100.0,3320.6,0,0,1,0.7524637,High Risk,0,1,MonthlyCharges (+0.434) | InternetService_Fiber optic (+0.294) | PaymentMethod_Electronic check (+0.276),Priority call — service quality review + plan optimisation
637,1,29.95,29.95,0,0,0,0.7515014,High Risk,1,1,charges_per_tenure (+1.121) | PhoneService (+0.315) | Contract_Two year (+0.209),Priority call — offer annual plan + early loyalty reward
311,1,48.75,48.75,0,0,0,0.7508472,High Risk,0,1,charges_per_tenure (+1.077) | Contract_Two year (+0.197) | tenure (+0.177),Priority call — offer annual plan + early loyalty reward
599,40,102.65,4108.15,0,0,1,0.7504084,High Risk,0,1,InternetService_Fiber optic (+0.279) | MonthlyCharges (+0.279) | Contract_Two year (+0.233),Priority call — service quality review + plan optimisation
1133,1,45.95,45.95,0,0,0,0.74908596,High Risk,1,1,charges_per_tenure (+1.260) | Contract_Two year (+0.196) | Contract_One year (+0.177),Priority call — offer annual plan + early loyalty reward
86,43,75.35,3161.4,0,0,1,0.74887264,High Risk,0,1,InternetService_Fiber optic (+0.350) | Contract_Two year (+0.296) | Contract_One year (+0.263),Priority call — service quality review + plan optimisation
270,7,75.15,525.0,0,0,1,0.7488319,High Risk,0,1,charges_per_tenure (+0.646) | InternetService_Fiber optic (+0.269) | Contract_Two year (+0.202),Priority call — offer annual plan + early loyalty reward
1107,2,70.0,153.05,0,0,1,0.747564,High Risk,1,1,charges_per_tenure (+0.866) | Contract_Two year (+0.206) | Contract_One year (+0.193),Priority call — offer annual plan + early loyalty reward
581,15,94.0,1505.45,0,0,1,0.74707544,High Risk,0,1,InternetService_Fiber optic (+0.303) | MonthlyCharges (+0.237) | charges_per_tenure (+0.219),Priority call — service quality review + plan optimisation
75,27,75.5,1893.95,0,0,1,0.74694484,High Risk,1,1,PaymentMethod_Electronic check (+0.299) | Contract_Two year (+0.265) | InternetService_Fiber optic (+0.247),Priority call — service quality review + plan optimisation
405,47,86.05,3865.6,0,0,1,0.74688077,High Risk,0,1,Contract_Two year (+0.305) | InternetService_Fiber optic (+0.294) | SeniorCitizen (+0.275),Priority call — service quality review + plan optimisation
218,41,113.2,4689.5,0,0,1,0.7466965,High Risk,1,1,TotalCharges (+0.419) | InternetService_Fiber optic (+0.226) | SeniorCitizen (+0.203),Priority call — service quality review + plan optimisation
286,17,85.35,1463.45,0,0,1,0.7455265,High Risk,1,1,charges_per_tenure (+0.458) | InternetService_Fiber optic (+0.296) | SeniorCitizen (+0.212),Priority call — service quality review + plan optimisation
1106,4,90.4,356.65,0,0,1,0.744801,High Risk,0,1,charges_per_tenure (+0.999) | InternetService_Fiber optic (+0.224) | Contract_Two year (+0.202),Priority call — offer annual plan + early loyalty reward
156,27,78.05,2135.5,0,0,1,0.74332017,High Risk,1,1,PaymentMethod_Electronic check (+0.338) | Contract_Two year (+0.265) | InternetService_Fiber optic (+0.256),Priority call — service quality review + plan optimisation
1145,13,70.15,931.75,0,0,1,0.74235123,High Risk,0,1,charges_per_tenure (+0.300) | PaymentMethod_Electronic check (+0.275) | InternetService_Fiber optic (+0.259),Priority call — personalised retention offer
593,1,50.45,50.45,0,0,0,0.74218696,High Risk,1,1,charges_per_tenure (+1.105) | Contract_Two year (+0.198) | Contract_One year (+0.173),Priority call — offer annual plan + early loyalty reward
1225,10,33.9,298.45,0,0,0,0.74198866,High Risk,1,1,PhoneService (+0.461) | TotalCharges (+0.263) | Contract_Two year (+0.240),Priority call — offer annual plan + early loyalty reward
1242,2,70.65,142.35,0,0,1,0.7417299,High Risk,1,1,charges_per_tenure (+0.658) | Contract_Two year (+0.206) | Contract_One year (+0.184),Priority call — offer annual plan + early loyalty reward
1177,3,29.9,92.25,0,0,0,0.7416938,High Risk,0,1,PhoneService (+0.371) | charges_per_tenure (+0.365) | PaymentMethod_Electronic check (+0.261),Priority call — offer annual plan + early loyalty reward
1165,2,70.95,137.95,0,0,1,0.74125457,High Risk,1,1,charges_per_tenure (+0.717) | Contract_Two year (+0.204) | Contract_One year (+0.174),Priority call — offer annual plan + early loyalty reward
124,37,76.5,2868.15,0,0,1,0.7389249,High Risk,1,1,InternetService_Fiber optic (+0.303) | Contract_Two year (+0.302) | PaymentMethod_Electronic check (+0.253),Priority call — service quality review + plan optimisation
391,13,89.4,1132.35,0,0,1,0.7376964,High Risk,1,1,InternetService_Fiber optic (+0.322) | charges_per_tenure (+0.295) | TotalCharges (+0.293),Priority call — service quality review + plan optimisation
1317,7,89.75,608.8,0,0,1,0.73765147,High Risk,1,1,charges_per_tenure (+0.953) | InternetService_Fiber optic (+0.264) | Contract_Two year (+0.204),Priority call — offer annual plan + early loyalty reward
1039,1,19.9,19.9,0,0,0,0.7345001,High Risk,0,1,charges_per_tenure (+1.060) | Contract_Two year (+0.198) | TotalCharges (+0.191),Priority call — offer annual plan + early loyalty reward
1124,18,90.7,1597.25,0,0,1,0.73449284,High Risk,1,1,charges_per_tenure (+0.411) | InternetService_Fiber optic (+0.314) | Contract_Two year (+0.212),Priority call — service quality review + plan optimisation
1218,2,69.75,144.55,0,0,1,0.734068,High Risk,1,1,charges_per_tenure (+0.862) | Contract_Two year (+0.206) | Contract_One year (+0.193),Priority call — offer annual plan + early loyalty reward
664,1,44.15,44.15,0,0,0,0.73406535,High Risk,1,1,charges_per_tenure (+1.079) | Contract_Two year (+0.199) | Contract_One year (+0.159),Priority call — offer annual plan + early loyalty reward
1190,22,101.35,2317.1,0,0,1,0.7337248,High Risk,1,1,charges_per_tenure (+0.320) | InternetService_Fiber optic (+0.276) | Contract_Two year (+0.191),Priority call — service quality review + plan optimisation
677,31,81.15,2640.55,0,0,1,0.7332304,High Risk,0,1,PaymentMethod_Electronic check (+0.305) | InternetService_Fiber optic (+0.283) | Contract_Two year (+0.259),Priority call — service quality review + plan optimisation
354,5,84.5,453.75,0,0,1,0.7329757,High Risk,1,1,charges_per_tenure (+0.957) | InternetService_Fiber optic (+0.226) | Contract_Two year (+0.199),Priority call — offer annual plan + early loyalty reward
433,2,70.35,139.25,0,0,1,0.73168314,High Risk,0,1,charges_per_tenure (+0.700) | Contract_Two year (+0.202) | Contract_One year (+0.178),Priority call — offer annual plan + early loyalty reward
499,1,20.0,20.0,0,0,0,0.7314652,High Risk,0,1,charges_per_tenure (+0.845) | PaymentMethod_Electronic check (+0.206) | Contract_Two year (+0.196),Priority call — offer annual plan + early loyalty reward
937,1,45.15,45.15,0,0,0,0.7307318,High Risk,0,1,charges_per_tenure (+1.100) | Contract_Two year (+0.198) | Contract_One year (+0.180),Priority call — offer annual plan + early loyalty reward
752,6,69.1,435.0,0,0,1,0.7306357,High Risk,0,1,charges_per_tenure (+0.685) | InternetService_Fiber optic (+0.239) | Contract_Two year (+0.200),Priority call — offer annual plan + early loyalty reward
729,61,106.45,6300.15,0,0,1,0.72800624,High Risk,0,1,MonthlyCharges (+0.339) | InternetService_Fiber optic (+0.313) | PaymentMethod_Electronic check (+0.270),Priority call — service quality review + plan optimisation
105,2,54.35,117.05,0,0,0,0.7266297,High Risk,0,1,charges_per_tenure (+1.164) | Contract_Two year (+0.185) | Contract_One year (+0.169),Priority call — offer annual plan + early loyalty reward
1151,7,79.65,604.7,0,0,1,0.7241644,High Risk,1,1,charges_per_tenure (+0.996) | InternetService_Fiber optic (+0.248) | Contract_Two year (+0.200),Priority call — offer annual plan + early loyalty reward
928,57,100.6,5746.15,0,0,1,0.723921,High Risk,1,1,InternetService_Fiber optic (+0.305) | Contract_Two year (+0.269) | PaymentMethod_Electronic check (+0.239),Priority call — service quality review + plan optimisation
1092,45,93.9,4200.25,0,0,1,0.7231279,High Risk,0,1,InternetService_Fiber optic (+0.311) | Contract_Two year (+0.226) | Contract_One year (+0.220),Priority call — service quality review + plan optimisation
756,54,55.45,2966.95,1,0,0,0.7222777,High Risk,0,1,PhoneService (+0.414) | PaymentMethod_Electronic check (+0.393) | Contract_Two year (+0.248),Priority call — personalised retention offer
210,20,85.8,1727.5,0,0,1,0.7222266,High Risk,1,1,InternetService_Fiber optic (+0.248) | SeniorCitizen (+0.200) | Contract_Two year (+0.198),Priority call — service quality review + plan optimisation
366,1,20.2,20.2,0,0,0,0.7192659,High Risk,1,1,charges_per_tenure (+1.060) | Contract_Two year (+0.199) | Contract_One year (+0.188),Priority call — offer annual plan + early loyalty reward
1383,18,80.55,1411.65,0,0,1,0.71673965,High Risk,0,1,InternetService_Fiber optic (+0.275) | Contract_Two year (+0.203) | SeniorCitizen (+0.192),Priority call — service quality review + plan optimisation
1189,37,76.25,2841.55,0,0,1,0.7165119,High Risk,1,1,InternetService_Fiber optic (+0.303) | Contract_Two year (+0.301) | PaymentMethod_Electronic check (+0.248),Priority call — service quality review + plan optimisation
731,35,83.15,2848.45,0,0,1,0.71492964,High Risk,0,1,PaymentMethod_Electronic check (+0.339) | InternetService_Fiber optic (+0.271) | Contract_Two year (+0.255),Priority call — service quality review + plan optimisation
226,48,91.05,4370.75,0,0,1,0.71389854,High Risk,0,1,Contract_Two year (+0.316) | SeniorCitizen (+0.311) | InternetService_Fiber optic (+0.302),Priority call — service quality review + plan optimisation
649,15,89.85,1424.95,0,0,1,0.71333486,High Risk,1,1,InternetService_Fiber optic (+0.310) | Contract_Two year (+0.210) | PaymentMethod_Electronic check (+0.176),Priority call — service quality review + plan optimisation
539,24,90.35,2238.5,0,0,1,0.7114851,High Risk,1,1,PaymentMethod_Electronic check (+0.302) | InternetService_Fiber optic (+0.253) | Contract_Two year (+0.225),Priority call — service quality review + plan optimisation
792,50,95.05,4888.7,0,0,1,0.71093553,High Risk,1,1,InternetService_Fiber optic (+0.304) | PaymentMethod_Electronic check (+0.248) | Contract_Two year (+0.231),Priority call — service quality review + plan optimisation
445,7,48.2,340.35,0,0,0,0.71073025,High Risk,0,1,charges_per_tenure (+0.265) | PaymentMethod_Electronic check (+0.244) | Contract_Two year (+0.191),Priority call — offer annual plan + early loyalty reward
409,3,44.75,148.05,0,0,0,0.7104981,High Risk,0,1,charges_per_tenure (+0.989) | Contract_Two year (+0.198) | Contract_One year (+0.178),Priority call — offer annual plan + early loyalty reward
1260,19,79.85,1471.75,0,0,1,0.7104083,High Risk,1,1,PaymentMethod_Electronic check (+0.293) | InternetService_Fiber optic (+0.243) | Contract_Two year (+0.222),Priority call — service quality review + plan optimisation
1308,7,44.4,265.8,0,0,0,0.71016127,High Risk,0,1,PhoneService (+0.364) | charges_per_tenure (+0.217) | PaymentMethod_Electronic check (+0.208),Priority call — offer annual plan + early loyalty reward
206,17,92.7,1556.85,0,0,1,0.7100051,High Risk,0,1,charges_per_tenure (+0.377) | InternetService_Fiber optic (+0.331) | Contract_One year (+0.175),Priority call — service quality review + plan optimisation
851,19,39.65,733.35,0,0,0,0.7072022,High Risk,1,1,PhoneService (+0.398) | PaymentMethod_Electronic check (+0.320) | Contract_Two year (+0.246),Priority call — personalised retention offer
266,35,70.55,2419.0,0,0,1,0.7063056,High Risk,0,1,Contract_Two year (+0.314) | InternetService_Fiber optic (+0.290) | Contract_One year (+0.259),Priority call — personalised retention offer
434,2,69.95,143.9,0,0,1,0.7048819,High Risk,0,1,charges_per_tenure (+0.908) | Contract_Two year (+0.207) | Contract_One year (+0.172),Priority call — offer annual plan + early loyalty reward
1175,22,49.8,1049.05,0,0,0,0.7039981,High Risk,0,1,TotalCharges (+0.438) | PaymentMethod_Electronic check (+0.309) | Contract_Two year (+0.232),Priority call — personalised retention offer
770,2,69.8,146.65,0,0,1,0.703823,High Risk,0,1,charges_per_tenure (+0.703) | Contract_Two year (+0.201) | InternetService_Fiber optic (+0.169),Priority call — offer annual plan + early loyalty reward
356,3,70.3,220.4,0,0,1,0.703573,High Risk,0,1,charges_per_tenure (+0.913) | InternetService_Fiber optic (+0.210) | Contract_Two year (+0.205),Priority call — offer annual plan + early loyalty reward
634,1,50.15,50.15,0,0,0,0.70291424,High Risk,0,1,charges_per_tenure (+0.946) | Contract_Two year (+0.200) | Contract_One year (+0.160),Priority call — offer annual plan + early loyalty reward
620,19,105.0,2007.25,0,0,1,0.7010563,High Risk,0,1,charges_per_tenure (+0.426) | InternetService_Fiber optic (+0.303) | SeniorCitizen (+0.223),Priority call — service quality review + plan optimisation
1043,38,69.5,2625.25,0,0,1,0.7008999,High Risk,0,1,InternetService_Fiber optic (+0.346) | Contract_Two year (+0.301) | Contract_One year (+0.257),Priority call — personalised retention offer
1102,10,70.3,738.2,0,0,1,0.7003082,High Risk,1,1,PaymentMethod_Electronic check (+0.239) | InternetService_Fiber optic (+0.237) | Contract_Two year (+0.200),Priority call — offer annual plan + early loyalty reward
395,20,90.2,1776.55,0,0,1,0.6983605,High Risk,1,1,PaymentMethod_Electronic check (+0.279) | InternetService_Fiber optic (+0.273) | charges_per_tenure (+0.248),Priority call — service quality review + plan optimisation
110,1,20.25,20.25,0,0,0,0.69597733,High Risk,0,1,charges_per_tenure (+1.016) | Contract_Two year (+0.198) | tenure (+0.187),Priority call — offer annual plan + early loyalty reward
1103,46,96.05,4399.5,0,0,1,0.6956072,High Risk,1,1,InternetService_Fiber optic (+0.338) | MonthlyCharges (+0.297) | Contract_One year (+0.221),Priority call — service quality review + plan optimisation
974,1,19.8,19.8,0,0,0,0.6950937,High Risk,1,1,charges_per_tenure (+0.936) | MonthlyCharges (+0.212) | Contract_Two year (+0.203),Priority call — offer annual plan + early loyalty reward
1210,16,69.65,1043.3,0,0,1,0.693355,High Risk,0,1,PaymentMethod_Electronic check (+0.272) | SeniorCitizen (+0.245) | Contract_Two year (+0.201),Priority call — personalised retention offer
722,1,19.75,19.75,0,0,0,0.6930981,High Risk,0,1,charges_per_tenure (+0.670) | MonthlyCharges (+0.236) | Contract_Two year (+0.200),Priority call — offer annual plan + early loyalty reward
505,44,73.85,3122.4,0,0,1,0.6913573,High Risk,0,1,Contract_Two year (+0.347) | Contract_One year (+0.267) | InternetService_Fiber optic (+0.262),Priority call — personalised retention offer
612,27,81.45,2122.05,0,0,1,0.6902584,High Risk,1,1,PaymentMethod_Electronic check (+0.293) | Contract_Two year (+0.265) | InternetService_Fiber optic (+0.256),Priority call — service quality review + plan optimisation
943,19,100.95,1875.55,1,0,1,0.69017977,High Risk,1,1,charges_per_tenure (+0.781) | PaymentMethod_Electronic check (+0.264) | InternetService_Fiber optic (+0.253),Priority call — service quality review + plan optimisation
1204,9,34.7,296.1,0,0,0,0.68986875,High Risk,1,1,PhoneService (+0.352) | Contract_Two year (+0.232) | TotalCharges (+0.183),Priority call — offer annual plan + early loyalty reward
35,3,90.4,268.45,0,0,1,0.68848044,High Risk,0,1,charges_per_tenure (+0.739) | Contract_Two year (+0.211) | InternetService_Fiber optic (+0.206),Priority call — offer annual plan + early loyalty reward
622,66,99.5,6822.15,0,0,1,0.6855786,High Risk,1,1,MonthlyCharges (+0.373) | Contract_Two year (+0.319) | InternetService_Fiber optic (+0.304),Priority call — service quality review + plan optimisation
992,1,50.05,50.05,0,0,0,0.68406206,High Risk,0,1,charges_per_tenure (+0.738) | Contract_Two year (+0.188) | Contract_One year (+0.151),Priority call — offer annual plan + early loyalty reward
373,1,49.95,49.95,0,0,0,0.6836716,High Risk,1,1,charges_per_tenure (+0.863) | Contract_Two year (+0.196) | Contract_One year (+0.178),Priority call — offer annual plan + early loyalty reward
1400,22,89.4,2001.5,0,0,1,0.6835654,High Risk,1,1,PaymentMethod_Electronic check (+0.316) | InternetService_Fiber optic (+0.271) | Contract_Two year (+0.222),Priority call — service quality review + plan optimisation
50,2,50.3,92.75,0,0,0,0.6834825,High Risk,0,1,charges_per_tenure (+1.023) | Contract_Two year (+0.200) | Contract_One year (+0.159),Priority call — offer annual plan + early loyalty reward
386,13,74.4,896.75,0,0,1,0.6830728,High Risk,1,1,InternetService_Fiber optic (+0.325) | charges_per_tenure (+0.209) | Contract_Two year (+0.202),Priority call — personalised retention offer
997,1,19.45,19.45,0,0,0,0.6830482,High Risk,0,1,charges_per_tenure (+0.740) | PaymentMethod_Electronic check (+0.264) | Contract_Two year (+0.199),Priority call — offer annual plan + early loyalty reward
953,19,56.2,1093.4,0,0,0,0.6829106,High Risk,0,1,PaymentMethod_Electronic check (+0.325) | TotalCharges (+0.318) | Contract_Two year (+0.235),Priority call — personalised retention offer
858,1,21.0,21.0,0,0,0,0.68264335,High Risk,1,1,charges_per_tenure (+0.934) | tenure (+0.192) | Contract_Two year (+0.188),Priority call — offer annual plan + early loyalty reward
950,3,35.1,101.1,0,0,0,0.6824546,High Risk,0,1,charges_per_tenure (+0.825) | PhoneService (+0.318) | Contract_Two year (+0.206),Priority call — offer annual plan + early loyalty reward
1252,52,49.15,2550.9,0,0,0,0.6807633,High Risk,1,1,PaymentMethod_Electronic check (+0.442) | PhoneService (+0.407) | Contract_Two year (+0.287),Priority call — personalised retention offer
229,1,19.75,19.75,0,0,0,0.68028814,High Risk,0,1,charges_per_tenure (+0.840) | MonthlyCharges (+0.255) | Contract_Two year (+0.206),Priority call — offer annual plan + early loyalty reward
584,1,19.75,19.75,0,0,0,0.68028814,High Risk,1,1,charges_per_tenure (+0.840) | MonthlyCharges (+0.255) | Contract_Two year (+0.206),Priority call — offer annual plan + early loyalty reward
1090,13,23.9,300.8,0,0,0,0.68006474,High Risk,1,1,PhoneService (+0.506) | Contract_Two year (+0.248) | PaymentMethod_Electronic check (+0.215),Priority call — personalised retention offer
906,19,39.7,710.05,0,0,0,0.6797708,High Risk,0,1,PhoneService (+0.393) | PaymentMethod_Electronic check (+0.268) | Contract_Two year (+0.250),Priority call — personalised retention offer
1119,13,80.85,1008.7,0,0,1,0.6794536,High Risk,1,1,InternetService_Fiber optic (+0.274) | PaymentMethod_Electronic check (+0.237) | Contract_Two year (+0.204),Priority call — service quality review + plan optimisation
917,33,83.85,2716.3,0,0,1,0.6793919,High Risk,1,1,Contract_Two year (+0.264) | InternetService_Fiber optic (+0.258) | Contract_One year (+0.233),Priority call — service quality review + plan optimisation
695,6,69.25,418.4,0,0,1,0.6793606,High Risk,1,1,charges_per_tenure (+0.823) | InternetService_Fiber optic (+0.241) | Contract_Two year (+0.202),Priority call — offer annual plan + early loyalty reward
899,11,84.8,888.75,0,0,1,0.6789736,High Risk,0,1,InternetService_Fiber optic (+0.256) | Contract_Two year (+0.206) | PaymentMethod_Electronic check (+0.155),Priority call — offer annual plan + early loyalty reward
516,3,64.6,174.2,0,0,0,0.677137,High Risk,0,1,charges_per_tenure (+0.801) | Contract_Two year (+0.189) | MultipleLines (+0.183),Priority call — offer annual plan + early loyalty reward
479,24,39.1,971.3,0,0,0,0.67700875,High Risk,1,1,SeniorCitizen (+0.473) | Contract_Two year (+0.392) | PhoneService (+0.301),Priority call — personalised retention offer
470,1,19.75,19.75,0,0,0,0.676525,High Risk,0,1,charges_per_tenure (+0.829) | MonthlyCharges (+0.246) | Contract_Two year (+0.207),Priority call — offer annual plan + early loyalty reward
